folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez),99.38401442307692,0.05603452684415911,360,1786.8864815292297,0.2,0.5,0.21977846,-128.01047,97.69989,22.0645,21.695309,8.436811,4.8152065,2.3956687,2.6895156,-3.3667626,2.5611737,16.595985123100036,19.648925650672023,20.61656350683426,37.41428054668836,-0.015655607392393137,-0.13999564990949379,-0.025798368783740908,0.08283927106415272,-0.0017803855693684163,-0.009910856723446122,0.30097345,0.36702967,0.25666305,0.33582145,0.37866813,0.27812025,0.3845823,0.32123125,0.43370026,0.29503307,0.25604165,0.35971627
Childish Gambino - Redbone,161.4990234375,0.0691176062744054,854,1704.9499727133698,0.1,0.4,0.16312389,-185.36516,102.421234,32.33368,32.898796,5.3002706,18.245422,0.604747,8.489954,-1.2275732,6.2944975,16.436871604487305,21.064133380511837,23.652119779075026,41.56979058870343,0.01593206719050563,0.050285962410399294,-0.009140856440281878,-0.06538931950095303,-0.01360596045369106,-0.003056546285801204,0.31534114,0.36592737,0.51227957,0.34678334,0.3583439,0.4400294,0.37535256,0.38697824,0.3553145,0.40505826,0.37515873,0.30860093
Chord Overstreet - Hold On,123.046875,0.060213896903563574,380,1441.835004604554,0.3,0.5,0.19497861,-167.20793,124.99396,22.971447,20.123192,6.585576,3.2138827,2.8965724,7.5607395,-9.121817,-0.2718761,18.30793604878166,21.66076531417121,21.687971035716227,42.42112455317076,0.26692435942244236,0.011981842374205917,0.019958591987810446,-0.1787305461427271,-0.050617540324187214,-0.020590588751686605,0.27020952,0.41733783,0.60983163,0.36972326,0.3048725,0.24876678,0.37970036,0.2898266,0.2739623,0.4014078,0.29397056,0.36002555
CJ-Whoopty,135.99917763157896,0.11368475453881469,284,2350.300249926267,0.1,0.7,0.17814878,-128.7119,77.10899,-13.889486,0.94307137,-10.034149,-3.526688,-9.388947,-5.5271287,-4.036686,2.7448134,17.84698136047292,20.673268889671096,21.22375501023517,45.174271013897744,-0.10783809554707263,-0.15076764481836943,-0.08566055412640404,0.02673313509338767,0.03703315213572989,-0.021781068324241655,0.36561856,0.3765857,0.33343214,0.42279238,0.34489194,0.29601088,0.41085836,0.33883828,0.42946595,0.36652818,0.4654889,0.43066365
CKay-love nwantiti ah ah ah,184.5703125,0.06093299998129862,573,1805.1625273136474,0.3,0.6,0.25201678,-96.78165,102.39547,14.404001,20.51068,-2.0349274,8.61245,-1.7770612,-0.8509654,-9.197038,6.6141934,17.529434333632494,20.11102728696275,19.94775682432865,39.449171419399676,-0.08768827132053209,0.04234964971107191,-0.04681614695870965,0.06272562770618828,-0.003943744900285029,-0.009754920647838247,0.46533296,0.3761618,0.2677631,0.27303627,0.25962472,0.38734198,0.25200382,0.36267897,0.3699803,0.26707765,0.34707028,0.3051246
Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie),135.99917763157896,0.11998370342918838,533,2467.242259214113,0.2,0.6,0.25453797,-52.783096,80.657936,-13.913108,4.552752,2.0939016,-8.310954,3.7192802,-3.5546353,-7.57627,6.393817,15.64027723457862,19.683928572389025,21.569800802894626,41.129240286173115,0.11162839640956305,0.03717212493185726,0.0009051523563862372,0.07056579025218052,-0.003610339901822384,0.005012709903656332,0.43549797,0.24475597,0.26974168,0.23911622,0.36809185,0.2580053,0.24532886,0.3431844,0.2891913,0.41410464,0.2739649,0.42520973
Clean Bandit - Symphony (feat. Zara Larsson),123.046875,0.10430092865566037,488,2192.9997976073446,0.2,0.4,0.17104718,-134.82901,87.49697,-1.9295527,15.7074795,-7.416682,-2.8835697,8.626649,-3.123457,-2.603631,-2.2479103,17.534531706530977,21.841849877995834,24.606413017852713,43.106571391632436,-0.03413717938743221,0.11977132109475708,0.06647250360979495,0.03010472323626867,0.00047924523438378386,0.0166933857822458,0.3685432,0.23565838,0.35070047,0.43709603,0.22891319,0.22050846,0.21016389,0.4093854,0.30654937,0.3358445,0.3947722,0.2560066
Coldplay - Adventure of a Lifetime,112.34714673913044,0.1278594456727587,539,2335.465192653178,0.2,0.3,0.13458852,-147.92287,88.50014,-6.304696,25.90525,-2.8555715,14.175878,-6.7823806,8.474297,-1.6645411,6.009129,14.746633095327468,18.99369920056791,19.934033590864345,44.98881157121773,0.10698907629919517,0.04621446807028815,-0.026365006730895316,0.005008472063536559,0.007614096616143619,0.009730437921610898,0.3594941,0.27017033,0.36631164,0.28340036,0.3525997,0.23680355,0.2519482,0.3872071,0.4072606,0.58591396,0.36358413,0.36945552
Coldplay - Hymn for the Weekend,89.10290948275862,0.12085287038067676,378,2427.233370393442,0.2,0.3,0.13707036,-109.19975,82.31358,-21.834469,4.697657,-13.242785,4.846456,-4.0960207,-1.0098644,-4.8557944,0.39995036,16.224835758675923,20.659239248832808,20.491231014009962,42.408298975652606,-0.035421322008693384,0.1355012244490988,0.0852098261139696,0.031543254578869154,0.01195485422964696,0.010072436655883189,0.43722877,0.24513413,0.3706138,0.40326557,0.23996691,0.24711542,0.25714108,0.50160927,0.3259904,0.2730874,0.34913906,0.27674606
"Coldplay, BTS-My Universe",103.359375,0.08085665964852748,440,1971.9787115072338,0.2,0.5,0.25142318,-74.65172,100.750885,8.554975,25.199236,7.8307137,12.769335,-1.925598,6.675097,0.25500196,6.517563,14.669994228177138,18.244938183882844,19.391161446624206,42.37482368131625,0.0542501494307214,-0.10621404390393818,0.01338878043355097,0.026682127349405945,0.009665312568658152,0.002717999259320859,0.4286851,0.3972603,0.32001045,0.41866446,0.5376213,0.35593346,0.41191006,0.34190404,0.4566,0.3762152,0.41422024,0.6094535
Cris Mj-Una Noche en Medelln,129.19921875,0.09885999767331868,342,2312.327598805133,0.2,0.5,0.1816917,-140.44943,82.966194,-0.6309111,25.60041,4.4581285,0.3166735,0.2781326,-0.05762899,-3.0312967,4.496691,16.243695271789726,18.32489659935852,18.85779922805782,40.79035279897509,-0.0788068842746228,0.037344229072824496,0.027848423508765492,-0.00462713693611328,0.01163919333333468,0.0101940597124588,0.46804032,0.43300524,0.40946868,0.45412832,0.4370182,0.4973916,0.3926443,0.34287453,0.34116176,0.3786732,0.54737103,0.4832108
Crystal Castles - Crimewave,123.046875,0.05744697982288904,623,1840.034080868643,0.2,0.3,0.16592987,-182.29231,94.098015,23.786058,32.181602,9.210027,19.884247,-4.826423,9.421096,-4.4925222,2.762033,16.994057858121728,21.33263891349003,20.091850317883896,42.02084365769833,0.0821083043673239,-0.007512388177028968,0.06096009570932522,0.10394683191804595,0.002716021090250382,0.004373556301556824,0.44137657,0.3066776,0.28254065,0.29523608,0.3731281,0.31416714,0.30202752,0.33739015,0.3236779,0.41961354,0.3783574,0.51654977
"DaBaby, Roddy Ricch-ROCKSTAR feat Roddy Ricch",89.10290948275862,0.0788078860960145,630,1946.184468025683,0.1,0.7,0.23155418,-141.74072,100.63658,7.1403413,13.376249,8.944038,5.1867576,-7.967905,3.484828,-11.619622,1.0814131,16.107648870722127,19.909856452685688,19.34543368315077,43.20367005778703,-0.010297127118343224,-0.037771818757197644,0.035825017995973416,0.04442790231951811,-0.004537226560400865,0.0005563393779649099,0.41996408,0.40995276,0.3635984,0.38250542,0.34231955,0.32847497,0.39319143,0.4081642,0.4359777,0.3756739,0.44159406,0.461707
Daddy Yankee - Dura,95.703125,0.08365966979088922,324,2223.961064593247,0.3,0.7,0.27507198,-69.397995,83.91776,-6.5897126,10.455906,6.1757565,2.6043277,-4.739847,3.0049524,-9.31781,8.137425,15.726138539362415,18.912801516867688,19.06435057377491,40.33359270194061,-0.10624492660629829,-0.05200560209102717,-0.05772465268076095,-0.009973417873944058,0.01414843166796932,-0.013205827748826612,0.39869425,0.5270171,0.3898529,0.37852648,0.27546257,0.33838108,0.28553125,0.3297939,0.5018195,0.34784928,0.34058413,0.30830047
David Guetta - This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),143.5546875,0.0912348184204702,464,2208.9614444071217,0.2,0.4,0.17573284,-99.06095,84.517044,0.7140922,23.838694,0.05978679,11.304603,3.635316,6.613402,7.7338557,6.7176957,14.151177162162348,18.208341191835938,21.399709442762916,41.19776235865445,0.059413109672592196,0.06392615579980197,-0.0514759224772266,0.06684059737936923,-0.00719374315618397,0.018079583154294657,0.5142211,0.301883,0.30013046,0.3080573,0.46350008,0.37210417,0.34994027,0.44540164,0.36873087,0.47031584,0.31213957,0.3965477
"David Guetta, Ayra Starr, Lil Durk-Big FU",123.046875,0.05799518236626325,318,1590.597156481118,0.3,0.6,0.27678317,-139.77055,112.827484,18.674543,23.888885,8.983602,6.176717,2.8082182,8.8236685,-1.7304754,4.7116356,16.096017699596366,19.29005546860626,21.195987497752203,42.89924797635493,0.04390253949782875,-0.0629501643381148,0.010200905134467619,-0.06492947771119777,0.00012953778171274457,0.0008102343054719169,0.42056182,0.49011388,0.4156911,0.32789332,0.35201952,0.34885404,0.5190823,0.43743992,0.37107432,0.41766897,0.4030096,0.47099325
"David Guetta, Bebe Rexha-Im Good Blue",129.19921875,0.11420114555393825,363,2376.141739052289,0.3,0.5,0.28805444,-1.3974682,87.75948,-9.944431,19.225246,-3.357116,2.349385,1.6600319,-1.2336366,-1.3179694,5.184861,15.342709480386173,19.186325661558595,20.44233065468432,41.62252902017272,0.02396720163279571,0.19854332006584596,0.08662573399681323,-0.05988507006500403,0.035415509413647565,-0.00949934035043441,0.3268631,0.24010076,0.45785233,0.30425584,0.26553968,0.35758764,0.26796526,0.4691119,0.27217653,0.3844233,0.5025562,0.26199546
"David Guetta, Kim Petras-When We Were Young The Logical Song",143.5546875,0.10312699438820423,382,2348.8371427885177,0.1,0.3,0.12690143,-112.10261,88.0953,-6.756332,17.982464,-7.4956155,14.076226,-4.301217,3.4232802,7.9031653,12.932278,15.759880439132196,20.26841594367199,22.741844653465908,43.17342348226458,-0.08585839443733115,0.12756259708037213,0.023012736131056703,0.0086632541968473,0.0030632490938805974,0.0036254862489992095,0.29702324,0.18989815,0.23610012,0.28799006,0.23627594,0.3876548,0.28143704,0.5408322,0.4245764,0.26829693,0.41210878,0.26808655
Daya - Hide Away,95.703125,0.09615460167302166,326,2273.424731163883,0.2,0.3,0.15205571,-132.68184,85.225655,8.504478,18.420174,6.436962,2.928141,-1.8351612,-0.53812665,-5.9180098,-1.0333674,16.235150469540258,19.12162391230204,20.21920741248652,40.61628771720402,0.08952228608681423,-0.007831976791402484,0.019377568478263312,-0.05409643911271975,-0.022524956103332966,-0.009528019863271293,0.40731627,0.4105812,0.49298024,0.35174087,0.37346244,0.29340678,0.39556578,0.37404883,0.31291232,0.37304297,0.3635401,0.49977264
"Daya - Sit Still, Look Pretty",184.5703125,0.10395328916352371,590,2191.277308849213,0.3,0.5,0.22429956,-91.054886,92.03911,-14.776064,3.9841874,1.073562,7.270523,4.405723,-0.09052887,3.2343042,3.1348784,15.00239589855731,18.406451163388404,19.994351105685933,43.215329152594286,0.0925000871520987,-0.005446493076568567,-0.031188298385953654,-0.04636198499868226,0.0023368669198631357,-0.012659154853751933,0.2475707,0.35017687,0.51981163,0.3502582,0.3978148,0.2951957,0.41353965,0.37612456,0.30961785,0.3497943,0.2682904,0.2921088
Demi Lovato - Heart Attack,172.265625,0.13848085878531377,590,2874.3042980787754,0.1,0.3,0.12523185,-100.20492,56.575027,-11.57918,11.747115,-1.3057165,3.9083214,6.0969186,3.2264035,1.5212429,6.268767,15.586906986748458,18.50216681328845,22.36172808259578,38.72738482920326,-0.09772522999611899,0.0561070529967759,-0.022269996703110924,0.05827586720498743,-0.00421565146988706,-0.002001880926335071,0.47767633,0.3188004,0.27118585,0.31964234,0.22245345,0.27845997,0.21537514,0.30951303,0.34555393,0.26375186,0.35206068,0.29451203
Demi Lovato - Sorry Not Sorry,143.5546875,0.10010942384289603,494,2303.750778975772,0.2,0.7,0.22694364,-93.68413,78.80515,-4.917117,3.4086075,-0.3303741,0.24675204,0.36306748,7.9455914,0.17546146,4.606853,14.830340628005459,16.808790392930145,19.808951067236094,40.06497482297829,0.057553438751851635,-0.039518943026540854,0.029447107526509485,-0.04641840813990901,0.002111942354098097,-0.00343811752713443,0.3356344,0.38268125,0.4378298,0.34482765,0.38472748,0.33129555,0.41584346,0.33586252,0.34246668,0.42797711,0.38077837,0.4248417
"Demi Lovato, Ariana Grande-Met Him Last Night feat Ariana Grande",143.5546875,0.11189264178677068,483,2737.8058128465905,0.2,0.5,0.25084096,-43.387993,66.90525,-1.1129631,20.48141,4.108212,-0.2652205,-2.0028062,-0.13489527,0.50847167,10.928818,20.313603559534936,23.00459585520241,25.222264801129977,40.39193040532618,0.19925816307412011,0.022696333140850584,0.08976230425265373,0.21846796354701747,0.06082273185779042,0.0002135386654955813,0.34716853,0.24098441,0.29876804,0.25955397,0.4149935,0.2635273,0.36689922,0.40533468,0.24379937,0.3219389,0.29948762,0.508566
Desiigner - Panda,143.5546875,0.10776176802608944,561,2338.8091719564704,0.2,0.7,0.18871368,-116.74436,77.64742,-18.029078,29.158457,10.135231,12.037373,-3.9896154,4.611103,-0.89344186,10.55612,16.410585074983075,17.3224001495689,17.14470526569727,46.27415489304082,-0.16019918429996555,0.013845932607509668,0.14197131467366159,0.011433801763005286,0.022170100415483906,0.05763088932424815,0.4301673,0.3965273,0.45406574,0.55760914,0.5677507,0.57848644,0.49748376,0.43255568,0.46532843,0.4496209,0.5177061,0.4809757
Desiigner - Tiimmy Turner,123.046875,0.08934414409789332,482,2244.8535961525436,0.4,0.7,0.34081954,-18.669405,94.67483,-6.4086094,13.226028,10.044823,4.5697317,5.2739987,2.7463484,-3.4286923,3.712415,15.51165103225465,18.98832377596512,19.569029417195665,40.995887324572436,-0.08514675703006606,-0.09579153203545872,-0.06984949401671779,-0.05282886744152675,0.0029397250888415173,0.01941625085245054,0.43626168,0.58279246,0.3473261,0.3809761,0.39316162,0.46539855,0.50215626,0.3373419,0.39378566,0.39391384,0.35760087,0.3419656
DJ Snake - Let Me Love You,135.99917763157896,0.07339350612426537,446,1949.598106622959,0.2,0.4,0.16618446,-114.14331,109.23375,9.202386,11.8170805,14.181651,13.975902,4.842841,11.601746,2.0996497,9.334215,16.456873269799317,19.146778549632,19.611832723390194,41.91255805698199,-0.11489748158579638,0.09642153373511572,0.1124931585088298,0.11020724768579851,-0.004466372162680595,0.026167326926794344,0.49194434,0.30484322,0.3534768,0.4293104,0.30525148,0.28584743,0.30767354,0.5789714,0.46507916,0.3913932,0.39522588,0.3613931
DJ Snake - Middle,103.359375,0.0905371803373338,489,2222.3451295281147,0.3,0.6,0.2587353,-94.832695,85.10552,9.924337,9.621258,0.17037256,13.507576,-5.340881,5.958789,-4.420491,4.9262567,15.226759128270361,20.21775919879267,19.792913958951388,41.23760981816257,0.07197322993371143,-0.08508562181413196,-0.04214933861477776,0.02418166937205152,0.008555882708033815,-0.02054744162575974,0.35363388,0.4605498,0.3044812,0.29391608,0.46820536,0.30219176,0.29396453,0.26604086,0.3754558,0.42968085,0.3757578,0.43731198
"DJ Snake, Selena Gomez-Selfish Love with Selena Gomez",143.5546875,0.06888939146927955,489,2385.231805658899,0.2,0.3,0.15491848,-191.32135,77.40612,23.540033,28.73665,3.0161858,9.011286,4.5344467,7.4201074,4.5645714,12.486974,14.733106955032364,17.903135893502732,19.62595780292851,39.369026998449556,-0.021442741281716166,0.05608462622222636,-0.012348072626099497,0.008537113800034237,0.0003951898819930312,-0.008139797527940853,0.5051246,0.40622666,0.44038337,0.5026499,0.47368297,0.56669855,0.46231818,0.55223954,0.5563725,0.53764087,0.5272302,0.48676068
DNCE - Cake By The Ocean,117.45383522727273,0.1429944434500992,491,2858.200742683596,0.2,0.4,0.14793903,-79.61099,69.07294,-4.2153373,15.444573,-0.80564874,6.5107536,-4.2417054,3.0325944,-2.939825,5.523607,15.401789783481142,17.964595714753372,17.86189685626507,39.637132310618966,0.052466120439437054,-0.016303175310824723,-0.009566228688218504,0.018215477770163958,0.006114623509897305,0.0038449535096122854,0.40330878,0.33276033,0.33292758,0.33898982,0.46093372,0.3387095,0.37032822,0.38704473,0.3781442,0.48282415,0.42390954,0.4809117
"Doja Cat, SZA-Kiss Me More feat SZA",112.34714673913044,0.08913399293806092,572,1995.293262496673,0.1,0.5,0.17845373,-141.23654,98.5288,6.993115,33.567272,9.655275,-1.6940874,-5.971416,1.5151644,-9.230082,6.385463,16.689583698572946,20.74595672445496,21.789884667992606,43.14125404959023,-0.07290683675093668,0.033456230692162615,0.007438683237404142,0.04273550699536087,0.0019499984685635717,-0.004736513582193419,0.37358084,0.38386032,0.3605016,0.4381311,0.3623027,0.40860456,0.33683455,0.45293954,0.45632973,0.37700513,0.4085215,0.3150693
"Doja Cat, The Weeknd-You Right",129.19921875,0.04412179538581378,352,2130.5023540053253,0.3,0.5,0.28058407,-138.81247,85.394226,37.13401,24.565393,11.359761,13.676399,11.198326,6.6243916,4.529047,7.7471437,18.107119514150835,21.324712232015884,21.915874711943097,38.79521226812945,-0.16187591797229164,0.013828224092660378,0.08774702895696945,0.23619801288543227,-0.06709589127403018,-0.041690939979211854,0.46558365,0.36550707,0.42007476,0.39518848,0.31773442,0.37517878,0.41735595,0.6226218,0.6442956,0.65376127,0.6093003,0.46311483
Doja Cat-Need to Know,129.19921875,0.08027036252509509,411,2431.714877802016,0.4,0.6,0.2938504,-72.76745,80.97125,13.786192,17.535147,0.02492783,7.335461,6.666586,4.776953,3.1524608,5.543954,16.04147293148648,19.363957305134143,21.073656603510813,39.29491299038212,-0.17288521298428175,-0.005166829828449079,0.04738545640367211,-0.05614193026853231,0.0021636127361140144,0.05762889883912235,0.42834663,0.43604693,0.4598453,0.48982286,0.50012696,0.576386,0.4730672,0.422379,0.4278982,0.4447483,0.4609969,0.36894995
Doja Cat-Paint The Town Red,99.38401442307692,0.07854833026960785,478,2051.097433575875,0.1,0.6,0.19909804,-171.85503,91.784134,9.711038,15.629752,4.776953,4.7024064,5.3340354,5.146004,0.90388113,4.9337406,16.10811268205971,20.149755722668747,20.95822982297928,41.018389886886034,0.09275190454678821,0.08965831150053237,-0.00466778526511779,-0.006236995957125304,0.043281327988860564,0.004581876693546853,0.4114803,0.3310855,0.3814353,0.3297605,0.38468137,0.35839772,0.3599474,0.526645,0.52396786,0.58028954,0.5579327,0.44805112
Doja Cat-Say So,112.34714673913044,0.09766245390832759,399,2458.7511126795694,0.4,0.6,0.2924653,-66.156586,83.8131,10.22813,16.27557,2.9402833,-6.142962,-6.810792,-4.81937,-1.5728287,-7.2752743,16.82942429772354,20.48285020751931,20.92149950482025,39.791084007322475,0.12212055982517388,-0.0567626185021455,-0.014073053516699257,-0.04130536795122405,-0.0067065310839581355,-0.0019058561810025069,0.31115493,0.4233527,0.44066322,0.37858224,0.43272555,0.30453935,0.36096808,0.23971055,0.27334717,0.4123082,0.3291866,0.41581598
Doja Cat-Streets,89.10290948275862,0.05359343356359742,384,1638.5721268411266,0.3,0.5,0.22441259,-142.93883,112.50322,22.125633,29.281609,17.790527,12.617156,9.919238,8.966344,5.7925773,8.840065,14.341180563504762,19.255295579409506,20.478938569644658,40.71133085469746,0.13292445019890087,-0.08159462137304463,0.1337662118300266,0.12382423577188954,0.0076412883660476605,-0.007660145819665822,0.56160986,0.4202937,0.4386405,0.42683876,0.52145356,0.4596327,0.47036883,0.4936055,0.41945446,0.38446966,0.40154824,0.5600254
Doja Cat-Woman,107.666015625,0.08147625146590089,307,2181.081976244417,0.3,0.6,0.26234064,-91.55215,88.26623,9.754529,17.465874,3.8803391,8.633021,3.450035,3.4275374,-0.34200713,5.1580734,16.6054858973845,18.45360760151128,18.620675355992972,38.72712058899902,-0.0005650611733254169,0.04284605470918726,-0.006746069363719209,0.008575003941305493,0.0024438358382287816,-0.0027275788825720402,0.40210825,0.358971,0.3911162,0.37742436,0.3770144,0.41975883,0.40224266,0.49873894,0.40519324,0.3454953,0.34607115,0.3495046
Drake - Controlla,123.046875,0.12128291397830403,495,2603.613516783836,0.1,0.7,0.16161846,-161.02548,69.88371,14.29078,10.9267025,-6.5062666,0.78946,-12.017569,8.771969,-6.983403,1.8867279,17.040702980728614,19.733022531835726,21.155765206741528,40.62353946330606,-0.09772270634368206,0.04613826592816531,-0.033663234764257186,-0.03585199854935994,0.003245476828859601,0.0009725424902769303,0.48343125,0.4565853,0.37880376,0.47618815,0.41001463,0.52869374,0.45410213,0.4058024,0.4752841,0.41580436,0.531344,0.40795252
Drake - Hotline Bling,135.99917763157896,0.07065314260926334,633,2202.581112162646,0.1,0.4,0.12913689,-177.44188,89.10626,13.939923,21.385735,14.729639,9.416214,-7.336436,13.321696,-3.3503222,2.112908,15.210816897323399,18.614637658283357,18.859045519003974,42.14405606319627,0.13197256588521755,0.09035418902313026,-0.06389318012007726,-0.059965839369889175,-0.021542091357043484,0.016948330324397125,0.5203744,0.42652586,0.474254,0.42863134,0.49217787,0.45775434,0.39340526,0.45018712,0.49808323,0.6016146,0.55900234,0.52169037
Drake - Jumpman,143.5546875,0.04686024530668621,477,1905.3428847873317,0.3,0.7,0.27074078,-112.42171,99.57134,13.332242,27.403507,14.209328,16.32542,4.8889728,7.4880695,-1.5209109,8.865468,14.674281986657258,19.288774691519826,19.79272170994675,43.37568706484543,-0.08607963797016824,-0.1432292695946273,0.05052106525371564,-0.07795240023627138,-0.011974660431983813,0.08124136217520245,0.36626035,0.3899669,0.4051741,0.5376408,0.5364828,0.52394444,0.6129953,0.5853235,0.67368805,0.61161757,0.49430826,0.3858511
Drake - One Dance,135.99917763157896,0.06386957727922596,379,1874.7266563871272,0.1,0.6,0.23803698,-132.67154,97.20186,10.528452,25.924358,5.5884147,8.5574,-1.5603596,13.03647,-4.1748977,5.4266253,16.43827106634837,19.921570974539684,20.57930448342349,42.11094844856401,-0.06663571506057349,0.06153866123871845,-0.12488106826826519,0.03267749180899109,-0.02408445968514555,-0.021959987773928418,0.40624964,0.43234763,0.39472544,0.5115587,0.48512113,0.56173176,0.44320616,0.41371548,0.48653296,0.4502948,0.45876482,0.3534965
Drake - Passionfruit,112.34714673913044,0.0387151252596684,558,1324.8386799722666,0.2,0.5,0.2023375,-183.26544,120.02,33.823524,37.783504,15.729732,18.926111,3.7717812,12.005292,1.6655194,7.8710585,17.68656889941826,19.552240171214184,18.19607767243158,41.843571612321725,-0.03678951491019641,-0.08238244583724158,0.02527770038504361,0.03341256449531496,0.024988774319906072,-0.0037476021563833156,0.3562635,0.44833076,0.38862702,0.47261658,0.46088198,0.39632624,0.39661863,0.347499,0.37582546,0.34781486,0.45139712,0.50139046
"Drake, Lil Baby-Girls Want Girls with Lil Baby",172.265625,0.07482484477774587,601,2174.732595024645,0.1,0.7,0.22506785,-127.44508,91.36515,24.93034,20.815775,14.769165,15.061482,-7.4388247,3.4668772,-12.998417,2.8163025,17.324989601567975,22.18810954625673,19.677415892788165,41.71333893258811,-0.06124259186623497,0.2094117124821552,0.20782648454991334,-0.04847455521862982,0.04060375092261348,-0.013717682448832588,0.3957295,0.323735,0.5743123,0.4531017,0.3334438,0.35019675,0.3183171,0.4252175,0.39558274,0.4663693,0.53543967,0.36377048
"Drake, Travis Scott-Fair Trade with Travis Scott",172.265625,0.07724521536456261,818,2165.3497118164955,0.1,0.6,0.20166361,-129.71819,95.73717,10.452938,16.97371,7.5491548,6.4383855,-6.013578,6.356941,-5.3241763,3.7152252,14.991673362821853,18.640220485788067,18.75381385633065,43.096900510047526,-0.15806101932907007,0.06699980558783937,-0.05700307097445744,-0.023545395924645194,-0.02092038804905684,0.04114959830086062,0.44828528,0.45808524,0.4321451,0.5718591,0.5340192,0.6363973,0.46447608,0.40103745,0.41558707,0.4432242,0.49536186,0.35799325
Drake-Toosie Slide,107.666015625,0.06685403519700074,434,1891.8008894437037,0.0,0.6,0.16367362,-193.63309,100.47454,26.81497,10.669291,5.9556775,4.3985295,-5.128951,2.731318,-6.058357,3.036581,15.753498283557512,18.840375563804518,18.661587009590033,39.643910784573535,-0.028753465100089446,-0.09842108778578633,-0.05792804277009624,0.09518672545170187,-0.042863222323604074,0.00563356164525695,0.3438993,0.42518488,0.31814066,0.345443,0.3100299,0.34467292,0.46745434,0.45545918,0.55402076,0.47233257,0.45790446,0.44664162
Drake-Whats Next,129.19921875,0.0717843612366713,375,2271.9125564890055,0.4,0.5,0.25587624,-115.475945,69.30262,14.774611,18.682716,5.9564977,7.6760097,-8.135764,7.109508,-3.4046655,5.0993023,12.936883527952439,17.42825491614106,16.87823266693343,38.174835367726104,0.015300189956592672,0.07184288838021055,-0.03885260151310218,0.11953718588919225,0.015364523542577396,0.051032682542749355,0.53655714,0.50658745,0.50632143,0.479585,0.5449454,0.48950455,0.48019716,0.50594956,0.49159434,0.54497266,0.5096749,0.55463296
Dua Lipa - Garden,151.99908088235293,0.1068274175563728,537,2378.3194507323274,0.3,0.6,0.2693169,-59.10912,80.34026,-2.053651,23.901047,5.5604033,-0.5283821,1.4766095,-5.7965636,-0.59668875,11.9701605,17.13462952371958,21.369475047367462,21.938370266882117,42.4414649664077,-0.11495974603533236,0.028839938642158506,-0.06244430255421113,-0.029802579949727032,0.0208464957528703,-0.0038568278047707654,0.42743045,0.46189085,0.26835257,0.28602344,0.26965812,0.42788383,0.3377066,0.3218191,0.41041785,0.37302825,0.4697431,0.3276487
Dua Lipa - Hotter Than Hell,107.666015625,0.10425245590373432,387,2273.5317222667754,0.3,0.5,0.24436285,-81.51478,81.073616,-6.253296,13.740369,6.631499,2.969711,1.8006015,-0.16237147,-1.9787064,7.0544963,15.160427121109059,19.06457549680405,18.955733056023348,40.34612656143334,-0.089333903300497,-0.04162825875894332,0.00749888212848885,-0.010222946306373295,-0.0036971781988033876,-0.0018677456921600837,0.29352766,0.3494275,0.32120246,0.50151587,0.30444375,0.3777434,0.37276772,0.31455266,0.4500306,0.31691206,0.4072397,0.33523196
Dua Lipa - New Rules,117.45383522727273,0.08922297995453606,406,2505.8761533282122,0.4,0.6,0.32257703,-58.30946,76.24777,8.406681,14.557274,7.692894,5.0729275,4.2072253,1.5461134,0.46930912,10.3214655,15.623951780687992,18.76733178559363,19.138696016881212,38.81623809041371,0.0735322592506284,0.05271855519042577,-0.10327740363781208,0.013111880351466872,-0.0112203099551718,0.016520736935404574,0.42179358,0.29727486,0.32673103,0.3119433,0.40898255,0.34366423,0.35245293,0.42992094,0.45059964,0.5564503,0.40739506,0.4339671
"Dua Lipa, DaBaby-Levitating feat DaBaby",103.359375,0.09834108451711707,379,2365.596875958027,0.3,0.6,0.2790461,-38.48326,86.669014,0.17706749,19.392445,-2.4718204,7.7529984,-0.12105549,7.3240886,2.84544,9.695079,14.589181451744995,17.80257248832522,19.808199768283554,41.25412662276005,0.05375352560524453,-0.07536423086523432,0.01081752644068931,0.0022744061526282305,-0.006703425853096643,-0.0014957594269931825,0.42621157,0.42825514,0.44571847,0.35646752,0.43309444,0.40552354,0.48189574,0.36825216,0.3899553,0.50633353,0.473058,0.5702192
Dua Lipa-Break My Heart,112.34714673913044,0.09846723393517112,422,2331.914664703523,0.4,0.7,0.30996355,-63.61828,85.74913,13.717309,17.060226,5.794653,8.729097,4.962729,-1.1782664,0.78418756,7.7824,15.778173848352477,18.707683510794823,19.69260091588992,38.887172530975384,0.08219333940255148,-0.0005038438665136081,0.02859805473841268,0.004185697911952122,-0.007289247100440051,0.0005863756405060324,0.35929143,0.31405437,0.39240828,0.3567581,0.49611625,0.35370198,0.43202177,0.40927616,0.31088817,0.35425335,0.33784458,0.46530834
